0 0
1 0.000044
2 0.000044
3 0.000036
4 0.000028
5 0.000026
6 0.000040
7 0.000019
8 0.000040
9 0.000034
10 0.000041
11 0.000041
12 0.000043
13 0.000033
14 0.000029
15 0.000021
16 0.000023
17 0.000022
18 0.000040
19 0.000023
20 0.000026
