0 0
1 0.000723
2 0.000719
3 0.000719
4 0.000702
5 0.000677
6 0.000500
7 0.000653
8 0.000655
9 0.000577
10 0.000705
11 0.000654
12 0.000726
13 0.000724
14 0.000730
15 0.000688
16 0.000713
17 0.000692
18 0.000720
19 0.000704
20 0.000724
